mid,mname,comments_num,per_capita_con,taste,environment,service,phone,address,details
523, 刘仟万私房菜 ,1090,115,8.7,8.8,8.7, 028-87770839 , 万寿桥路清江雅舍b座14栋 ,https://www.dianping.com/shop/H4DUYQnR28hy4LDc
524, 蜗牛翻糖定制蛋糕SnailCake(宽窄巷子店) ,479,613,8.6,8.4,8.7,13550387737, 方池街22号附3号（人民公园地铁站D口步行440米） ,https://www.dianping.com/shop/GaKO3Af4MySLuP0k
525, 山城外·非遗酸菜鱼(春熙路群光广场店) ,2354,50,8.5,8.7,8.7, 028-65000196 , 春熙路群光广场8楼 ,https://www.dianping.com/shop/G98QgugHrhqnfRr5
526, 花醉·川小馆(成华公园店) ,4412,49,8.1,8.5,8.2,17708087733, 猛追湾滨河路178号（猛追湾游泳场东大门 ,https://www.dianping.com/shop/l6UcTI3RI0SLVFS4
527, 匠岳·王宝器麻椒鱼(全国总店) ,4876,69,8.7,8.3,8.2, 028-86032052 13258222589 , 晋吉北路112号（彩虹桥幼儿园对面） ,https://www.dianping.com/shop/lagLthrCeD8aV1W3
528, 苏坦土耳其西餐厅(玉林店) ,5411,116,8.2,8.5,8.4, 028-85554780 17340084963 , 芳华街25号附12号（HYGGE Life.来福旁） ,https://www.dianping.com/shop/H9873tZz1k6yTYFh
529, 解香·浣花(杜甫草堂店) ,1020,436,8.4,8.8,8.7, 028-87086601 17311311773 , 浣花滨河路47号（距宽窄巷子2.5公里）（杜甫草堂旁） ,https://www.dianping.com/shop/EN174RhpHdlbGMpu
530, 周记PASTRY新中式糕點(海椒市街店) ,2947,22,8,7.8,7.8,13688186529, 海椒市街12号附9号（公交车站背后） ,https://www.dianping.com/shop/H2peNYqn3dx83G6i
531, 玉锦花娇·新派川菜(339店) ,555,344,9,8.9,9.1,18881466477, 猛追湾横街188号玉锦湾商铺5栋5楼503（世茂玉锦湾2号门旁） ,https://www.dianping.com/shop/H6amdYnwIi61tDBE
532, 蜀香麻麻鱼·芋儿鸡(都江堰店) ,5648,68,8.7,8.2,8.4, 028-87272175 13408482511 , 莲花南路49号、51号（兰花村小区对面） ,https://www.dianping.com/shop/l1WofDegeNBNmVuU
533, 南堂馆·新川菜(春熙路店) ,4286,188,8.8,9.1,9, 028-87359979 , 人民南路二段1号仁恒置地广场购物中心1栋4层424A号 ,https://www.dianping.com/shop/ivNSWrNQHTVlr0W8
534, 老码头火锅(春熙店) ,9104,113,8.2,8.3,8.3, 028-86666920 028-86666159 , 红星路四段51号星城银座2层 ,https://www.dianping.com/shop/H1Z5i79hXw3n6HVI
535, 香菇秦肥肠(新华社区店) ,529,67,7.9,7.2,7.7,13281451704, 双林北支路新华社区北区29栋新鸿菜市场内 ,https://www.dianping.com/shop/l5Fuu8LpvFXCDflF
536, 烤匠麻辣烤鱼(伊藤店) ,4569,88,8.9,8.8,8.6, 028-65175101 15281821961 , 喜树街35号伊藤广场6楼L609号 ,https://www.dianping.com/shop/k7C5DPo2htUTP0hK
537, 道家秘制酸汤鱼(青城山总店) ,2249,67,8.4,8.2,8.4,13980470308, 青雨二巷9号 ,https://www.dianping.com/shop/la5td0VcmXNPDlY8
538, 饭团匠·料理小食堂(玉林店) ,2927,78,8.8,8.6,8.6,15928027878, 蓝草路34号 ,https://www.dianping.com/shop/G4xDWjqdCkx5dgNr
539, WONDER ICE 萬得冰田(建設店) ,7697,41,8,7.8,7.8, 028-83555160 13438481661 , 建设中路52号 ,https://www.dianping.com/shop/l5duBIRU50ZlniOl
540, 真鑫·硬派烧烤·烤羊腿(蜀都万达总店) ,2122,97,9.2,9.1,9.2, 13596319090 18181349976 , 檬柏西路137号 ,https://www.dianping.com/shop/G2GPELhJpNI4BQ10
541, 樂猪烤肉(成都合生汇店) ,4752,115,8.4,8.5,8.6, 028-82798622 , 光华大道三段1588号合生汇4楼L410 ,https://www.dianping.com/shop/laM2LAaI9IpBV1Dt
542, 椒香城门口老火锅(中航店) ,4377,96,8.5,8.3,8.3, 028-85150178 , 蜀锦路316号2楼 ,https://www.dianping.com/shop/EI7wU0EqR4Hz6Si7
543, 银芭·工作室 ,1911,321,8.2,8.4,8.3, 028-61078588 18030763161 , 湖畔路北段天府新区科学城天府菁蓉中心A区湖边商铺1013号 ,https://www.dianping.com/shop/k1WSQxI5c8qcUe2B
544, 春耕野菜馆(华阳店) ,1894,67,7.8,7.7,7.7, 028-85833583 , 滨河路一段139号 ,https://www.dianping.com/shop/G6JdA9NDWZU0reHI
545, 杰森小馆(宽窄巷子店) ,739,177,8.2,8.2,8.2,13818204776, 仁厚街23号附5号 ,https://www.dianping.com/shop/H2M2oLZIoGvYNPBg
546, B·HOUSE亲子烤肉自助餐厅·生日宴·围炉煮茶(三圣乡店) ,697,118,7.8,8.2,8,15328006267, 三圣街道红砂村联合一组37号（杜英路北） ,https://www.dianping.com/shop/H5YQPfUFYkswqKZM
547, LYFATTI 莱芙缇(一品天下店) ,3754,93,8.3,8.6,8.2, 028-87514567 , 一品天下大街399号居然之家1楼（近一品天下大街与安蓉路交叉口） ,https://www.dianping.com/shop/G4a2OhLFZBXvtxc8
548, 中介食所云南烧烤(玉林店) ,1849,97,8.2,8.2,8.2, 028-63075750 17708077768 , 超洋路17号 ,https://www.dianping.com/shop/H94Tc2jPGuCPpef4
549, 豪虾传·龙虾馆&烤鱼(春熙路太古里总店) ,5579,103,8.2,8.2,8.3, 028-86677317 , 东大街下东大街段36号郁金香花园广场2楼（近春熙路） ,https://www.dianping.com/shop/k87oSvhGgFt06beQ
550, 抿一嘴二孃鸡爪爪(奎星楼店) ,5939,49,7.9,7.6,7.7, 028-62109769 , 奎星楼街10号附1号 ,https://www.dianping.com/shop/kawU5juYu5kUeOyK
551, 胡桃里音乐餐酒馆·新派宴会·年会团建·派对场地租赁(文殊坊店) ,3846,121,8.1,8.4,8.1, 028-86911511 , 白云寺街29号 ,https://www.dianping.com/shop/E8AtDUlSx9Vw5wo1
552, 曼奈·肉桂厨房(宽窄巷子店) ,10443,70,8.5,8.3,8.5,19150287380, 吉祥街23号1层附5-6号 ,https://www.dianping.com/shop/H3k3GjVNOFCZqUO3
553, 小紅袍龙虾馆(桐梓林店) ,5668,120,8.2,8.3,8.2, 028-61511151 17358691125 , 新光路1号 ,https://www.dianping.com/shop/G9YlNKgsGbtAraxF
554, WHEAT&BAKER-麥(凯德来福士店) ,2807,42,8.2,8.2,8.2, 028-85599863 18180232661 , 人民南路四段3号来福士广场1层（1019号商铺旁边通道进入） ,https://www.dianping.com/shop/k6fOHgIMnkyYxdSa
555, 百姓百味民间拿手川菜(锦门店) ,1817,69,8.4,8.4,8.5, 028-83663311 , 承顺街17号锦门景区 ,https://www.dianping.com/shop/H51GMd3UeOVuKgS9
556, 柴门饭儿(成都太古里店) ,14293,129,8.1,8.3,8.1, 028-86759777 , 中纱帽街8号远洋太古里8栋中里1层1243b ,https://www.dianping.com/shop/EhxSg4qwr9e0PhTs
557, 刘大姐黄辣丁老字号(新津店) ,1432,85,9,8.4,8.8, 18981932576 18982036315 , 蔡湾街124-128号（飞行学院北行400米） ,https://www.dianping.com/shop/G8ym4F74Z8ck3cYI
558, 猪事顺利猪咖狗咖 ,897,55,8.1,8.2,8.5,15008218744, 广福桥巷6号附16号商铺 ,https://www.dianping.com/shop/G6HU8HPDaxLAKLja
559, 藏炭烧肉屋(天荟·万科广场店) ,3388,115,8.8,8.7,8.4, 028-83592216 19182172373 , 杉板桥路369号万科天荟1F-014 ,https://www.dianping.com/shop/la3m3a9OLqqohFXT
560, 凯菲厅·全日海鲜牛排自助餐厅(成都群光君悦酒店店) ,2947,248,8.5,9.1,9, 028-66661234 , 春熙路南段8号，成都群光君悦酒店15层（春熙路地铁站群光广场） ,https://www.dianping.com/shop/k1hXuqBSMl8JGscH
561, 中介食所云南烧烤(猛追湾店) ,920,83,8.3,8.2,8.2, 028-61646411 , 猛追湾街60号附21号 ,https://www.dianping.com/shop/F33Yvnp1rxeDlSAL
562, 永乐饭店 ,8778,65,8.3,8,8.2, 028-85123321 , 肖家河中街36号 ,https://www.dianping.com/shop/laO8gFTojHrPqKfT
563, Secret Coffee JAY音乐主题店(悦熙广场店) ,470,30,8.2,8,8.3,15828637812, 青城路上善熙悦熙广场183号 ,https://www.dianping.com/shop/kakWqLH5ggm5TCPh
564, 明婷饭店(外曹家巷店) ,17907,73,8.1,7.6,7.9, 028-83315978 , 外曹家巷26号附16号 ,https://www.dianping.com/shop/G1xaQv4zLflSlGTr
565, COMMUNE幻师(电视塔店) ,2549,81,8.3,8.4,8.2, 17761203154 028-62107236 , 猛追湾街94号339A栋西门沿河一层G110-111号 ,https://www.dianping.com/shop/k80K06uitTOXd1PZ
566, Haru·Bistro 餐酒馆(桐梓林店) ,526,152,8.2,8.2,8.4,17380489931, 紫竹北街85号大世界商业广场3街区私串隔壁 ,https://www.dianping.com/shop/E9z4RtvqrFVa7VeJ
567, 味之绝美蛙鱼火锅(华阳二店) ,12303,74,8.2,8,8.1, 028-86244744 , 广都上街179号（输气大厦对面） ,https://www.dianping.com/shop/G7rOPbb5Z4wctjXg
568, 满山盘盘烤肉(文星总店) ,3261,72,8,7.9,8.1, 13778851936 19180466914 , 川大路三段65号-67号-69号 ,https://www.dianping.com/shop/HaTyf5rjxObRoxJz
569, 铁猪美式烤肉(桐梓林店) ,2872,120,8.2,8.3,8.3, 028-85176022 , 桐梓林南路9号-附24、25号 ,https://www.dianping.com/shop/l1AJWTQSRcyNbby3
570, 梨巴家PearBa·定制生日蛋糕 ,330,157,8.7,8.4,8.5,18382204047, 金雁路36号附20号 ,https://www.dianping.com/shop/l5xemsDPvDTkNYUe
571, 大院河·仙鱼莊(羊犀店) ,3962,90,8.5,8.8,8.3, 028-86272808 15284967530 , 金周路531号（中海国际、羊犀立交、茶店子） ,https://www.dianping.com/shop/HagvO8S9S2U92TZz
572, 王婆荞鲜鱼自助火锅(蜀汉路店) ,1449,78,8.3,8,8.2,19008218878, 蜀汉路89号附141号 ,https://www.dianping.com/shop/F6zMzEhWkiX4ya9S
573, DaHuo龘伙·烧烤专门店(桐梓林店) ,2886,93,8.4,8.6,8.4, 028-62034331 , 桐梓林南路8号1楼 ,https://www.dianping.com/shop/GaXoK2Ov1Sc0RQ5b
574, 乐山食古香跷脚牛肉 ,1817,55,8.2,8.1,8.2, 028-64935939 13980264641 , 长城路一段187号 ,https://www.dianping.com/shop/H2YmhtYQofkXHBMW
575, 南山木槿韩国料理·烤肉(蜀汉路店) ,2868,90,8.3,8.1,8.4, 028-87681975 , 同善街65-67号 ,https://www.dianping.com/shop/H8xPMVHcNL41hll1
576, 卞氏菜根香(天府三街店) ,3347,92,8.4,8.7,8.4, 028-83228022 83229679 , 天府三街19号新希望国际A座2楼 ,https://www.dianping.com/shop/G2KHhnaJVuuAdb2x
577, 雷堂豆花甜品(华润二十四城店) ,1274,21,8.1,8,8.1, 028-64861230 13666131165 , 双成三路15号附111号 ,https://www.dianping.com/shop/G8CR81b28lnYQtVf
578, 黄哥江油肥肠·川菜(较场坝店) ,1714,44,8.4,7.9,8.2, 13981938428 15390412970 , 锦官驿街道较场坝东街59号(十七中对面)距东门大桥站C口步行430米 ,https://www.dianping.com/shop/G7EZPsuEMInHdRid
579, 鹅煮管·火宫私家食府(总店) ,2919,90,8.3,7.7,8, 028-86664947 18908021774 , 琉璃路1641号 ,https://www.dianping.com/shop/G49w0mtg3P3NNePl
580, 素斋(香园店) ,2048,63,8,8.3,8, 028-86930017 , 文殊院街6号（文殊院香园内心香二楼） ,https://www.dianping.com/shop/k3s2BTHcOBocgX0Q
581, 一叶一世界藏茶素火锅(华阳店) ,3469,80,8.1,8.2,8.2, 028-85690790 , 华府大道一段2号景茂城果2栋1单元3楼301号（海伦酒店三楼，近左岸花都） ,https://www.dianping.com/shop/k1U20zqJ8W48hZ7f
582, 岚山·炭火烤肉料理(世纪城店) ,3795,137,9.1,9,9.1, 028-83315288 19136327692 ," 天府大道中段500号东方希望天祥广场1栋2F（世纪城地铁B出口南行150米,小龙坎隔壁） ",https://www.dianping.com/shop/k1KjyKK9ik3xieWm
583, 不站·花胶鸡(优品道店) ,5378,148,9,8.9,8.7, 028-64066688 , 中环路青羊大道段与东坡路交叉口西北角 ,https://www.dianping.com/shop/G1jWiE9I9g30ySpM
584, 昊·来了寿司(华府大道店) ,1736,84,7.8,7.6,7.6, 028-85853578 18081020133 , 天府大道南段138号1层 ,https://www.dianping.com/shop/H4KjyFthdi54UHzN
585, 飞火令西昌自助烤肉(润扬双铁店) ,7480,66,8.4,8.3,8.7,19136219601, 学园路13号附6犀浦润扬双铁广场美食街 ,https://www.dianping.com/shop/G20QIDsOR3lQThNa
586, 蜜桃家甜点生日蛋糕(太古里店) ,6121,83,8,7.9,8,4000286058, 点将台街77号 ,https://www.dianping.com/shop/EJOCC2DWK4JRSMLE
587, 仲夏龙蒿·花园西餐厅·清水河公园店 ,15,149,7.3,7.5,7.4,17381959803, 西三环路三段辅路清水河公园旁 ,https://www.dianping.com/shop/jh2JNOvhmSN8ZvWy
588, 夜食乐山·江湖菜(牛市口直营店) ,1699,90,8.1,7.5,7.8,15388134678, 海椒市横街38号 ,https://www.dianping.com/shop/k5rtqRh2W570laEe
589, 俭让佬妈现卤串串(温江总店) ,5798,57,8.1,8.1,8.1, 028-64954117 , 两河路西段531号 ,https://www.dianping.com/shop/H2B2vl2ny0gHpnkN
590, 霸王虾·小龙虾江湖川菜(太古里店) ,6776,112,8.3,8.3,8.3, 028-85068022 19008203650 , 东大街下东大街段166号二层（吼堂老火锅对面） ,https://www.dianping.com/shop/H6Hdg3EgR6RApAEM
591, 牛签签串串香(IFS店) ,4937,79,8.1,8.1,8, 028-87362505 , 红星路四段第一城购物中心3楼 ,https://www.dianping.com/shop/G18f26uNVG6RAfqa
592, 小龙坎火锅(新中兴店) ,4300,95,8.6,8.8,8.5, 028-83321211 19180836069 , 东大街上东大街段2号新中兴广场1栋2层2号 ,https://www.dianping.com/shop/l17T5nwJCcpa0fNB
593, 马路边边串串香(玉林店) ,6343,75,8,8,8, 028-69636306 , 玉洁西街2号附2号（7天优品酒店楼下） ,https://www.dianping.com/shop/G5V49WBzzqauy6Uq
594, 蜜桃家甜点生日蛋糕(双楠店) ,643,136,8.2,8.2,8.2,4000286058, 广福桥正街2号附22号 ,https://www.dianping.com/shop/l2n4YPAfjeQ5x8nE
595, 灶门坎烧烤·江湖大排档(太古里店) ,8594,66,8.1,7.9,8.1,19158841025, 耿家巷44号 ,https://www.dianping.com/shop/G1mLMQ7P1rtVn4Kr
596, 云门锦翠(商鼎国际店) ,876,615,8.2,8.5,8.5, 028-86026999 028-85353888 , 火车南站街道人民南路四段27号商鼎国际1号楼2F-3F(凯宾斯基酒店斜对面) ,https://www.dianping.com/shop/G3eFdMVz0d4YeCks
597, 竹涟烧肉(西宸天街店) ,3828,127,9,8.6,8.8, 17736810815 028-83199015 , 西顺街399号首开·龙湖西宸天街购物中心6楼-13号(地铁7号线茶店子站C口) ,https://www.dianping.com/shop/l1s4yfeGBccgB0tz
598, 攀枝花·任德琼·盐边羊肉米线 ,3184,23,7.7,7.3,7.5, 13340721005 18608120270 , 正北下街98号（城市丽景酒店东北20米） ,https://www.dianping.com/shop/E3QRO1LHg98UPbvz
599, 石灰石烧鸡公(太古里店) ,7888,61,8.3,8,8.2,17716125923, 三圣街58号附1号 ,https://www.dianping.com/shop/H40rgFSC1KZnJ3bJ
600, 蚝英雄·自助烤蚝(太古里店) ,5880,112,8.2,8.1,8.2, 028-81479873 , 红星路四段25号附23号二楼 ,https://www.dianping.com/shop/l4khoBmQ6ovmfNGJ
601, 转转会(莲桂店) ,2989,123,8.1,8.3,8, 028-84511000 , 牛市口街道莲花南路27号(近龙舟路派出所) ,https://www.dianping.com/shop/H8c0qVKlZO1C0zJt
602, 小龙坎火锅(盐市口店) ,6304,97,8.4,8.5,8.3,19934496778, 大业路47号 ,https://www.dianping.com/shop/k4NHf1gNiQ2dTGoq
603, BURANO布拉诺西餐(环球中心店) ,4830,127,8.5,8.8,8.7, 028-68731199 , 天府大道北段1700号环球中心4楼B14号 ,https://www.dianping.com/shop/H3SGddNiI1eliuRl
604, 興隆悦烤鸭(金牛区艺术城店) ,1603,146,8.9,9,8.7, 028-87677711 , 马家花园路16号中铁鹭岛艺术城13栋3-4楼 ,https://www.dianping.com/shop/G3TnQ4I1pqqLC2G7
605, 晏记石锅苗苗鱼·老字号(三道堰总店) ,1451,43,8.1,7.8,7.9, 18200297701 18908228139 , 柏条河二段83-85-87号 ,https://www.dianping.com/shop/l7S9NJv5nV4BcFXf
606, 嘉州叶婆婆钵钵鸡(人民南路总店) ,9757,56,8,8.2,8, 028-85095567 , 人民南路4段20号附1号（倪家桥地铁站A口北行30米） ,https://www.dianping.com/shop/EbtIOXxiTP0pGf7O
607, 鹅毛店(郫都店) ,2778,57,8.3,8.3,8.3,19950076808, 安民街82号（郫筒地铁站C口步行250米） ,https://www.dianping.com/shop/l9uytHcfAbMDsuOt
608, 将个烂就麻辣烫 ,787,61,8,8,8.1,15388170715, 马河湾巷马河湾小区1号附27号 ,https://www.dianping.com/shop/k9XItdxtECNlUpfb
609, 味之绝美蛙鱼头(温江店) ,2269,68,8.5,8.4,8.4, 028-83767046 18582868999 , 南浦路西段127、129号 ,https://www.dianping.com/shop/H2DIiFwAdtyJjozK
610, 三山两田新疆菜(天荟·万科广场店) ,1487,70,7.9,8.1,8,19182019363, 杉板桥路万科天荟一栋二楼18号 ,https://www.dianping.com/shop/l5zDzIBywPDUK0OT
611, 简单味道(华阳店) ,3147,91,8.4,8.5,8.3, 028-67171188 , 华阳街道滨河路二段359号（戛纳湾印象旁） ,https://www.dianping.com/shop/G5AhRB4Rq0C4wMKR
612, 陈记爷爷婆婆蛋烘糕(还玉苑店) ,2111,10,8.1,7.7,8.1,13881873263, 玉林东路9号（近玉林四巷还玉苑门口） ,https://www.dianping.com/shop/k8S1HF5rYvYxmLiw
613, 彼德西餐厅(悠方店) ,1260,91,8.2,8.2,8.2, 028-60115446 , 交子大道300号悠方购物中心4楼445号 ,https://www.dianping.com/shop/H8pyenMHQyrMwdkc
614, 藏炭烧肉屋(建设路店) ,3286,100,8.3,8.2,8.2,17721863635, 建设路26号建设路第五大道4栋1单元1层3号 ,https://www.dianping.com/shop/k6s6BQMSZNbMGYQ8
615, 李歪歪纸包鱼(天府新区店) ,1820,54,8.3,8.1,8.2, 028-64571503 , 华府大道二段99号 ,https://www.dianping.com/shop/k4Nh05bAG44NlpJ8
616, 猫抓烤肉(凯德广场店) ,4588,98,8.5,8.6,8.6, 028-85199883 18884555117 , 都会路凯德广场4楼 ,https://www.dianping.com/shop/k97ggArqGWrNO5UM
617, 蜜桃家甜点生日蛋糕(世纪城店) ,1596,139,8.2,8,8.2,4000286058, 益州大道中段1999号18栋245号 ,https://www.dianping.com/shop/G10DjBckEjU0FKBt
618, 蜀大侠火锅(动物园概念店) ,5312,94,8.5,8.6,8.4, 028-86669788 , 荆竹中路华润熙悦广场13栋2层201-205号 ,https://www.dianping.com/shop/H8m1TZuJ9jF4CmXn
619, 柴嘞个柴·狗咖·猫咖 ,1155,43,8.3,8.6,8.9,18612581034," 建设路钻石广场A座1222（12楼22号,入口在瑞幸咖啡里面） ",https://www.dianping.com/shop/H3P8XwgwsgG7mWoK
620, 沸腾码头生态公园火锅 ,3595,119,8.2,8.5,8.2, 028-61063999 18030437501 , 叠秀路966号 ,https://www.dianping.com/shop/G8jIZJqeDb5kuWIV
621, 烤匠麻辣烤鱼(in99银泰店) ,5487,92,8.9,8.8,8.6, 028-83230076 18349151707 , 石羊街道天府大道北段1199号(银泰中心in99L7层) ,https://www.dianping.com/shop/l5m2l5veNxkjADM6
622, OrangeTree甜橙树 ,640,52,8.1,8.3,8.2, 13668257815 15881049419 , 柳南二路41号（近西南财经大学东门） ,https://www.dianping.com/shop/H3tiNyzudLSXec2z
623, 海椒市串串香(茶店子店) ,5314,81,8.2,8.3,8.2, 028-89992830 4000517517 , 茶店子南街2号 ,https://www.dianping.com/shop/G1ojgIuXDopiAOOz
624, 协信中心-希尔顿厨艺西餐厅 ,1631,124,9,9.2,9.1, 028-67389999 , 踏水桥西街99号协信中心希尔顿酒店1楼 ,https://www.dianping.com/shop/GajFVnVMEgvgQX1m
625, 名善山珍·野生菌汤锅(文殊院店) ,2968,93,8.4,8.3,8.3, 028-83313166 17883468855 , 二医院对面文殊坊牌坊内侧50米（宫廷糕点铺对面） ,https://www.dianping.com/shop/H72ShJk8FtDWR9CA
626, 川江滋香老火锅(光明街店) ,2022,69,8.9,8.8,8.7, 028-87202011 , 光明街470号 ,https://www.dianping.com/shop/k1C4tWD6S4MCH6ry
627, 巴蜀大宅门火锅(新华公园店) ,4177,89,8.2,8,8, 028-84346222 , 双桥子街道新鸿南路75号(近新华公园后门) ,https://www.dianping.com/shop/Ei6BAuWiWMNaFDzr
628, 黑石香村柴火鸡 ,1566,69,8.5,7.7,8.1,13730890240, 正兴街道钓鱼嘴社区1组35号 ,https://www.dianping.com/shop/k7bwmo7KcGpeuk1F
629, 姜虎东白丁烤肉(ifs国际金融店) ,12094,132,8.1,8.2,8.1, 028-61678678 17358635516 , 红星路三段1号IFS国际金融中心6层618 ,https://www.dianping.com/shop/l5j7ftAgv2AYyE2q
630, 泼辣芋儿鸡(玉林店) ,4690,67,8.1,8,8,18981823341, 玉林南路48号(成都银行对面) ,https://www.dianping.com/shop/H2zSJGVt2JVPViYF
631, 红杏酒家(锦华店) ,6697,84,8,8.1,7.8, 028-82000860 , 锦华路一段68号万达广场1号门旁 ,https://www.dianping.com/shop/k95wS3RRYZD8lNq4
632, 西昌老号李小肠特色烧烤园直营店(清水河店) ,1913,97,8.1,7.9,7.9,18381623254, 机投镇河滨路万寿村一组 ,https://www.dianping.com/shop/H9lgconkTPz8Nq8T
633, 玉垒阁 ,299,87,7.7,7.8,7.8, , 观景路793号 ,https://www.dianping.com/shop/k2bngb5WJmeWE11z
634, 川西火焰山西昌火盆烧烤(郫县店) ,1242,86,8.2,8.1,8.1,15882178779, 中信大道三段花样年龙年国际斜对面 ,https://www.dianping.com/shop/iou3Btozx3Nqi2aI
635, 岘港·越南料理(悠方店) ,5015,88,8.2,8.2,8.1, 028-80592868 19940508164 , 交子大道300号(悠方购物中心5楼L511电影院对面) ,https://www.dianping.com/shop/G6kVDkiAb9P01N3l
636, 钢管厂五区小郡肝串串香(太古里店) ,3333,58,7.9,7.9,7.8, 028-84303110 , 天祥街16-18号 ,https://www.dianping.com/shop/G4m14MmhNjJOX5R8
637, 蜀大侠火锅(建设路第五大道店) ,6143,101,8.7,8.4,8.4, 028-86781899 ," 建设路26号附274号（德克士隔壁,近电子科大万人公寓） ",https://www.dianping.com/shop/G8lTJEb3ZGBK8TRH
638, 老船舫·现做鲜鱼馆(李家沱总店) ,2310,90,8.4,8.5,8.3, 028-84346877 , 泰兴路36号附9号 ,https://www.dianping.com/shop/l7iYhVvsOUUtCMU7
639, 重庆三甲火锅 ,3138,79,8.2,8.2,8.1, 028-87548859 18981799338 , 盛兴路307号 ,https://www.dianping.com/shop/iyGkagYK8B4VGcQh
640, 彼德西餐厅(桐梓林东路店) ,2148,93,8,8.1,8, 028-85180903 , 桐梓林东路12号 ,https://www.dianping.com/shop/H5yqSmERLQLqMRy5
641, 红杏酒家(锦城店) ,4952,86,8,8,7.8, 028-87534630 028-87574499 , 中环路一品天下大街段13号 ,https://www.dianping.com/shop/laWqQmwhiHRcdOSC
642, 堂玉春娇(龙湖店) ,514,26,8.1,8.1,8.2, 13981929962 18884375118 , 合信路龙湖时代天街17栋1楼（近书亦烧仙草） ,https://www.dianping.com/shop/H8nNAhi2fpgGizBT
643, 额尔敦传统涮·烧烤(解放路店) ,4046,122,8.5,8.3,8.3, 028-83335956 028-83337889 , 解放路二段209号 ,https://www.dianping.com/shop/G1pl8BrQR1YMx0dh
644, 园里火锅(东郊记忆店) ,4547,158,8.3,9.1,8.3, 028-62619966 028-62619988 , 杉板桥路369号天荟万科城市广场1栋6单元3楼1-6号 ,https://www.dianping.com/shop/G5k3FpOtAnRb0rI5
645, TOAST HOUSE吐司房子(摩方店) ,1260,30,8.2,7.9,8.1, 028-83277237 17380651232 , 交子大道500号成都摩方购物中心1楼102号 ,https://www.dianping.com/shop/k20BZYUnWRGwg9I1
646, 炙木烤肉·酒(桐梓林店) ,754,129,8.9,8.7,9.1, 028-85320306 , 桐梓林南路9-附3号 ,https://www.dianping.com/shop/k6L0sgn5DmM7g0Rh
647, 桂花田园休闲庄 ,168,38,7.4,7.3,7.5,13980448126, 德源镇平城村一组307号 ,https://www.dianping.com/shop/l5jXBH4BWhTNySGf
648, 牛牛和牛寿喜锅·和牛自助火锅(银泰城1.0店) ,1923,117,8.4,8,8.2, 028-60113527 , 益州大道中段1999号银泰城悦坊2栋二层218、205（杨国福麻辣烫楼上） ,https://www.dianping.com/shop/k1EVsIXSWd3vKIqq
649, 苏帮主三样菜·江湖川菜(双楠店) ,2495,77,8.8,9,8.8, 028-83871088 13668161817 , 置信路17号 ,https://www.dianping.com/shop/la7b4pSpSsiJvgzi
650, 朱大嘴肥肠豆汤(福字街店) ,2398,41,8.5,7.8,8,15828593998, 福字街2号 ,https://www.dianping.com/shop/Ga7jgVxw9SHcVpjx
651, 匠作羊虾·一家吃好龙虾的店(万象润街店) ,1234,134,8.9,8.9,9,13552360855, 双成三路15号附61-62号 ,https://www.dianping.com/shop/l2Gp4IFURtVi6ONS
652, 叼嘴撸串(玉林总店) ,5259,63,8.1,8,8.1, 13551379271 15828936640 , 玉林中路19号附1号 ,https://www.dianping.com/shop/la7bCA7Qx9rp9Q26
653, 蜀镇老火锅(龙腾店) ,2404,93,9.1,9.1,9.1, 028-85232353 19150176223 , 龙腾中路1号4幢1楼8号 ,https://www.dianping.com/shop/GaStkaln424isZRi
654, 去茶山(太古里手艺店) ,2950,27,7.9,8.1,7.9, 028-83530237 , 中纱帽街8号成都远洋太古里西里2层2107 ,https://www.dianping.com/shop/G5w4A7pEPwCHJPKt
655, 岚山·炭火烤肉料理(世纪城店) ,3795,137,9.1,9,9.1, 028-83315288 19136327692 ," 天府大道中段500号东方希望天祥广场1栋2F（世纪城地铁B出口南行150米,小龙坎隔壁） ",https://www.dianping.com/shop/k1KjyKK9ik3xieWm
